dataset,record_id,label,tfidf_prediction,biobert_prediction,pubmed_prediction,biobert_prob_1,pubmed_prob_1,text
fakehealth,story_reviews_00915,1,0,1,1,0.7047724,0.9944787,"En Español By Kathleen Doheny HealthDay Reporter WEDNESDAY, Feb. 22, 2012 (HealthDay News) -- Breast cancers in women aged 40 to 49 that are diagnosed by mammograms have a better prognosis than those detected by doctors or the women themselves, a new study indicates. ""They have an earlier diagnosis, earlier stage, better prognosis,"" said study author Judith Malmgren, an affiliated professor of epidemiology at the University of Washington School of Public Health and Community Medicine. She is also president of HealthStat Consulting Inc. in Seattle. The new study, like previous ones, re-ignites the ongoing debate about the best age to start routine mammograms and the best screening interval. It appears in the March issue of the journal Radiology. In 2009, the U.S. Preventive Services Task Force issued mammogram recommendations. It recommends women aged 50 to 74 who are at average risk for breast cancer have a mammogram done every two years. It also suggests that women aged 40 to 49 at average risk discuss the pros and cons with their doctors and decide on an individual basis if and when to start screening. Meanwhile, other organizations, including the American Cancer Society, recommend women begin mammograms at age 40 and continue to have them annually. Malmgren and her colleagues evaluated nearly 2,000 women who had breast cancer. All were aged 40 to 49 when they were treated between 1990 and 2008. The researchers looked at the method of diagnosis, whether by mammogram or if the cancer was found by the doctor or the woman. They also took these into account: the cancer's stage at diagnosis; type of treatment; annual follow-up; recurrence; and survival. Over the 18-year period, the number of breast cancers diagnosed at very early stages increased 66 percent, while the number of more advanced cancers (stage 3) decreased by 66 percent. Those whose cancers were detected by mammogram rose from 28 percent in 1990 to 58 percent in 2008. The number of cancers detected by doctor or patients declined from 73 percent in 1990 to 42 percent in 2008. Women whose cancers were detected by mammograms were more likely than the doctor- or patient-detected cancers to have lumpectomy or other breast-conserving surgery: 67 percent vs. 48 percent. The women whose cancers were detected by mammograms were less likely to be given chemotherapy. While 4 percent of women whose cancer was found on mammogram died during a follow-up period that ranged from one to 20 years, 11 percent of those whose cancers were found by the doctor or the women died. When the researchers looked only at invasive cancers, 92 percent of the women whose cancer was found on mammogram survived without recurrence at five years; 88 percent of the other group did. ""I don't think the U.S. Preventive Services Task Force is looking at the whole picture,"" Malmgren said. ""They are concentrating on the harms."" Among them, according to the 2009 guidelines, are false-positives, which can lead to anxiety and unnecessary biopsies. Malmgren, a breast cancer survivor, says more focus should be placed on the benefit of early diagnosis, because it often means less treatment is needed. There was a decrease found in cancers being diagnosed at later stages in those whose cancers were found on mammograms. ""That's where the money is,"" Malmgren said. Dr. Virginia Moyer, chair of the U.S. Preventive Services Task Force and a professor of pediatrics at Baylor College of Medicine, reviewed the study. ""The findings make sense,"" she said. They found that cancers can be detected earlier by mammogram. ""A screening test, if it can't find something earlier than [by] clinical presentation, is a poor test,"" she said. However, she said, the study does not provide support for all women aged 40 to 49 to have routine mammograms. When considering its recommendation, the task force took all available evidence into account, including published studies, Moyer noted. ""The data from randomized trials and modeling show there is a very modest improvement in mortality with mammograms from 40 to 49,"" she said. ""Because it is so modest and there are risks, people need to make their own decision,"" Moyer said. More information To learn more about mammograms, go to the U.S. National Cancer Institute."
fakehealth,story_reviews_00421,1,0,1,1,0.5454712,0.9734551,"About 800,000 people in the United States suffer from a stroke each year. Of those who survive, about 70 percent will be left disabled, making the cardiac event a major cause of adult disability. While there are therapies to help improve patients' mobility, they’re only effective within the first few hours of an event. Recently, researchers from the Stanford University School of Medicine have made it their mission to improve these outcomes. They hypothesized that injecting stem cells into the brains of chronic stroke patients would increase their survival rates. And in a clinical trial testing the technique, researchers found injections can safely improve patients' motor function. “What surprised us most was the remarkable recovery some patients had,” Dr. Gary Steinberg, professor and chair of neurosurgery at Stanford, told Medical Daily, “While we had hoped for that, we didn’t really expect it. Patients recover from strokes over the first six months, and then there’s very little recovery [after that]. You know, they go to rehab and there’s not much more [more] they can recover usually.” For the study, Steinberg and his team recruited 18 patients who had suffered their first and only stroke six months to three years prior to the trial. Each patient had a small hole drilled through their skulls in order for researchers to be able to inject stem cells taken from the bone marrow of two donors directly into parts of their brains that were damaged from stroke. After patients were sent home, researchers continued to monitor their health through blood tests, clinical evaluations, and brain imaging. Results showed that the implanted stem cells didn’t survive very long in the brain, disappearing about one to two months after injections; however, patients still showed significant motor recovery at six and 12 months post-surgery. Some of the patients bound to wheelchairs were even able to walk again. “The recovery some patients showed was not just minimal, it was significant,” said Steinberg, who has researched stem cell therapies for more than 15 years. “It wasn’t just someone who couldn’t move their thumb now being able to move their thumb, [it was more profound than that]."" The types of stem cells used, called mesenchymal stem cells, can differentiate into a variety of cell types. In other words, they are the precursors to muscle, fat, bone, and tendon tissue. Past research has shown that these cells can be used to treat the effects of hypoxic-ischemic encephalopathy, brain damage caused by loss of oxygen. In Steinberg's study, it did not “cause problems by differentiating into unwanted tissues or forming tumors.” And even when the stem cells came from an unrelated donor, the participants did not experience a strong immune reaction. Although more than 75 percent of patients reported suffering headaches afterward, the researchers said it was probably due to the surgical procedure rather than the stem cells themselves. Furthermore, there were no life-threatening effects linked to the procedure used to administer them. Motor improvement was also independent of the severity of the stroke patients’ conditions— an important detail considering older adults tend to respond less to treatment, the researchers said. In addition to setting the stage for an expanded trial of the procedure, the promising results also change “our notion of what happens after a stroke,” Steinberg explained. The findings suggest that stroke-damaged areas of the brain, once thought to be dead or irreversible, can actually be “resurrected.” Source: Steinberg G, Kondziolka D, Wechsler L, et al. Clinical Outcomes of Transplanted Modified Bone Marrow-Derived Mesenchymal Stem Cells in Stroke: A Phase 1/2a Study. Stroke. 2016."
fakehealth,news_reviews_00268,1,0,1,1,0.64677435,0.99770963,"Men who filled prescriptions for erectile dysfunction drugs in the years following a heart attack had a substantially lower risk of dying or being hospitalized for heart failure than men who did not use these drugs, according to a study scheduled for presentation at the American College of Cardiology's 66th Annual Scientific Session. The study, which retrospectively tracked more than 43,000 men for an average of 3.3 years, found that men prescribed phosphodiesterase-5 (PDE5) inhibitors--the type of erectile dysfunction drug sold under the names Viagra, Levitra, Cialis and others--after their first heart attack were 33 percent less likely to die from any cause. No survival benefit was seen among men taking alprostadil, another type of erectile dysfunction drug that works through a different mechanism. ""If you have an active sex life after a heart attack, it is probably safe to use PDE5 inhibitors,"" said Daniel Peter Andersson, MD, PhD, a postdoctoral researcher at Karolinska Institutet in Stockholm and the study's lead author. ""This type of erectile dysfunction treatment is beneficial in terms of prognosis, and having an active sex life seems to be a marker for a decreased risk of death."" The research is based on a Swedish national database of health records that includes all hospitals in Sweden. Researchers analyzed the records of men age 80 years or younger who were hospitalized for a first heart attack between 2007 and 2013. Tracking the men for an average of 3.3 years following this first heart attack, they compared outcomes among those who subsequently filled a prescription for a PDE5 inhibitor or alprostadil to those who did not. Overall just over 7 percent of men were prescribed an erectile dysfunction drug, 92 percent of whom were prescribed a PDE5 inhibitor and 8 percent of whom were prescribed alprostadil. After adjusting for cardiovascular risk factors including diabetes, heart failure and stroke, those taking PDE5 inhibitors were found to be markedly less likely to die than those taking alprostadil or no erectile dysfunction drugs. Filling more prescriptions for PDE5 inhibitors appeared to be associated with a greater benefit, although Andersson said that trend should be interpreted with caution because the study was not large enough for a definitive dose-response analysis. In addition to a decreased mortality, men using PDE5 inhibitors or alprostadil were 40 percent less likely to be hospitalized for heart failure compared to those not taking any erectile dysfunction drugs. Although the results provide evidence that PDE5 inhibitors may benefit heart health, the retrospective study design makes it impossible to ascertain direct cause and effect, Andersson noted. It is possible that using erectile dysfunction drugs simply indicates a more active sex life, which could itself contribute to, or be a marker of, a heart-healthy lifestyle overall. ""We think that if you have an active sex life it's probably an indicator of a healthy lifestyle, especially in the oldest quartile--those 70 to 80 years old,"" Andersson said. ""From the perspective of a doctor, if a patient asks about erectile dysfunction drugs after a heart attack and has no contraindications for PDE5 inhibitors, based on these results you can feel safe about prescribing it."" Andersson said the results came as a surprise because erectile dysfunction is associated with an increased risk of heart disease in otherwise healthy men. However, previous studies have associated the use of PDE5 inhibitors with a decreased blood pressure in the left ventricle, which reduces the amount of work required to pump blood and therefore could help explain why the drugs might benefit people with heart failure. PDE5 inhibitors were initially developed to treat angina, a type of chest pain that results from constricted arteries. The researchers also tracked the risk of a subsequent heart attack or cardiac revascularization procedure, such as angioplasty or coronary artery bypass but found the use of erectile dysfunction drugs had no effect on these outcomes. A limitation of the study is that the researchers did not assess the effects of untreated erectile dysfunction, or conversely, the effect of having an active sex life without taking erectile dysfunction drugs. The researchers also were unable to account for socioeconomic status; as a next step, they are planning a larger study that will include more health records and complete information on marital status, educational level and disposable income. They are also pursuing a separate analysis of outcomes from erectile dysfunction drugs in men with Type 1 and Type 2 diabetes. ### This study received funding from the Stockholm County Council and the Swedish Heart and Lung Foundation. Andersson will present the study, ""Association Between Erectile Dysfunction and Death or Cardiovascular Outcomes After Myocardial Infarction,"" on Friday, March 17, at 1:30 p.m. ET at Poster Hall C at the American College of Cardiology's 66th Annual Scientific Session in Washington. The meeting runs March 17-19. The ACC's Annual Scientific Session, which in 2017 will be March 17-19 in Washington, brings together cardiologists and cardiovascular specialists from around the world to share the newest discoveries in treatment and prevention. Follow @ACCCardioEd, @ACCMediaCenter and #ACC17 for the latest news from the meeting. The American College of Cardiology is a 52,000-member medical society that is the professional home for the entire cardiovascular care team. The mission of the College is to transform cardiovascular care and to improve heart health. The ACC leads in the formation of health policy, standards and guidelines. The College operates national registries to measure and improve care, offers cardiovascular accreditation to hospitals and institutions, provides professional medical education, disseminates cardiovascular research and bestows credentials upon cardiovascular specialists who meet stringent qualifications. Andersson will be available to the media in an embargoed web briefing on Tuesday, March 7, 2017, at 2 p.m. ET. Eligible media should register for ACC.17 to receive access to the briefing."
fakehealth,story_reviews_01271,1,0,1,1,0.52102685,0.9357241,"latimes.com/health/la-he-skeptic-telomeres-20101220,0,5791340.story By Chris Woolston, Special to the Los Angeles Times December 20, 2010 Advertisement We all know what aging looks like from the outside: wrinkled skin, gray hair, a growing need to turn up the volume on ""Jeopardy."" But in recent years, scientists have made some breakthrough discoveries about how we age on the inside, right down to our genes. The science of aging has created a glimmer of hope that we could someday slow the process — a dream that has already spread beyond the lab to the marketplace. Anti-aging research used to be mainly about finding new ways to get lab mice to take their vitamins. But if you visited a lab today, you'd be more likely to hear scientists talking excitedly about telomeres, protective strands of DNA at the end of chromosomes that seem to play an important — some would say crucial — role in aging. Whenever a healthy cell divides, the telomeres get a little shorter. In fact, you could tell a lot about the age of a person simply by looking at the length of his or her telomeres. Studies have found that in people older than 60, short telomeres are one sign that the end may be relatively near: Older people with short telomeres seem to be especially vulnerable to disease, including heart disease and infections. But telomeres aren't as reliable as a clock or even a tree ring. Recent studies suggest that you can help your telomeres stay relatively long and youthful if you get regular exercise, eat a healthful diet and avoid stress. At a time when people are willing to spend big bucks to look and feel younger, it's not surprising that telomeres have become a buzzword in the supplement industry. One expensive option, TA-65, supposedly works by stimulating telomerase, a natural enzyme that helps restore telomeres after a cell divides. (The TA stands for ""telomerase activator."") Created by Geron Corp., a biotech research company, TA-65 contains extracts of astragalus, an herb often used as an immunity-booster in traditional Chinese medicine. Although TA-65 is legally classified as a dietary supplement, TA Sciences, the company that bought the licensing rights from Geron, makes it available only through select doctors who have paid a fee and have passed a test on telomere biology. Seven doctors offer TA-65 in California, including two in Los Angeles, according to the company website. When TA-65 was first released in 2007, patients spent $25,000 a year on the supplement and accompanying tests. Now patients spend $1,200 to $4,000 for a six-month supply, depending on the dose. The company recommends taking the supplement for two years. Patients must spend an additional $500 on doctor's fees, and they have the option of spending several hundred to a couple of thousand dollars more on tests to check the results. Reneuve, a supplement sold online, supposedly lengthens telomeres by giving users an extra-large dose of telomerase. You won't see telomerase in the list of ingredients, but Reneuve does offer ""select proprietary glandular extracts"" from pig thymuses that provide ""enough telomerase enzyme for the cellular infrastructure of one adult."" A single 30-milliliter vial of Reneuve purchased through the company website costs $250. Users are instructed to drink the vial in a single sitting, perhaps with some Mountain Dew or Gatorade. The effects are said to last six months. Claims The TA Science website says the company ""is the first and only … in the world to offer Telomerase-Activating products to combat the effects of aging through leading-edge science."" Company founder Noel Patton says, ""Our product is not the fountain of youth. You won't miraculously turn into a 20-year-old again. But it is a fountain of youth for certain cells."" Specifically, Patton says, the product will ""strengthen and rejuvenate"" the immune system. He points to an unpublished company-run study that compared an astragalus supplement similar to TA-65 to a placebo in 36 men ages 60 to 85. The study reportedly found that men who took the supplement for six months developed stronger immune system cells, better eyesight, improved sexual satisfaction and younger-looking skin. He also says that tests paid for by patients show that the supplement improves bone density, cognitive function, cholesterol levels and control of blood sugar. The Reneuve website says the product uses "" Nobel Prize-winning technology to supply immune-system enhancing and anti-aging enzymes to the body."" It also says that, thanks to Reneuve, ""aging is now a choice, not a fact."" Rasjesh Sharma, the chief scientific officer of Reneuve, declined to be interviewed but said in an e-mail that the supplement helps replace the telomerase that people make naturally until they turn 25. The bottom line Dr. Richard Cawthon, who studies the link between telomeres and disease at the University of Utah School of Medicine in Salt Lake City, says he would love to take an anti-aging supplement, but he's not willing to part with several thousand dollars for TA-65. ""Even if I could afford it, it's still too early in the research,"" he says. The benefits for now are unclear, he adds, and there's still the possibility of undesirable side effects. As for Reneuve, ""that's nonsense,"" says Peter Hornsby, professor of physiology at the Barshop Institute for Longevity and Aging Studies at the University of Texas Health Science Center in San Antonio. Any enzyme in the supplement would be quickly broken down in the digestive system, he says. Research with mice suggests that telomerase is a double-edged enzyme. A study published in the journal Nature last month showed that activating telomerase seemed to reverse aging in decrepit mice that had been genetically engineered to lack a working version of the enzyme. But other studies have found that stimulating telomerase in mice raises the risk of cancer. (Patton says that, to his knowledge, no one has developed cancer while taking TA-65.) So far, TA-65 has been tested in just one published study (which is still one more than Reneuve). This year, Geron Corp. researchers reported in the journal Rejuvenation Research that TA-65 boosted the activity of telomerase in 114 people who took the supplement for a year. The supplements also seemed to lengthen the telomeres of some immune system cells. Still, Hornsby points out that a single study in a not-especially-prestigious journal doesn't come close to answering all of the questions about the anti-aging potential of TA-65. He says scientists aren't even sure that short telomeres contribute to the classic signs of growing old. They could just be byproducts of aging, not the driving force. Hornsby sees another issue: If TA-65 is really tinkering with people's chromosomes, it should be classified as a drug. As it is, the supplement has never gone through any of the testing or Food and Drug Administration oversight required of prescription drugs. Curious about a consumer health product? Send an e-mail to health@latimes.com. Read more at latimes.com/skeptic. health@latimes.com"
fakehealth,news_reviews_00240,0,1,0,0,0.26330066,0.01728227,"A SIMPLE eye test could help solve the biggest global cause of irreversible blindness, glaucoma. In clinical trials, the pioneering diagnostic -- developed by researchers at University College London (UCL) and the Western Eye Hospital -- allowed doctors to see individual nerve cell death in the back of the eye. Glaucoma affects 60 million people in the world, with 1 in 10 suffering total sight loss in both eyes. Early detection means doctors can start treatments before sight loss begins. The test also has potential for early diagnosis of other degenerative neurological conditions, including Parkinson's, Alzheimer's and multiple sclerosis. Results of first clinical trials with glaucoma patients are published today (28/04/17) in the journal BRAIN. Professor Francesca Cordeiro at UCL Institute of Ophthalmology, who led the research, said: ""Detecting glaucoma early is vital as symptoms are not always obvious. Although detection has been improving, most patients have lost a third of vision by the time they are diagnosed. Now, for the first time, we have been able to show individual cell death and detect the earliest signs of glaucoma. While we cannot cure the disease, our test means treatment can start before symptoms begin. In the future, the test could also be used to diagnose other neurodegenerative diseases."" Loss of sight in patients with glaucoma is caused by the death of cells in the retina at the back of the eye. This cell death is called apoptosis. As with other neurodegenerative conditions, more and more nerve cells are lost as the disease progresses. Professor Philip Bloom, Chief Investigator at Western Eye Hospital, part of Imperial College Healthcare NHS Trust, added: ""Treatment is much more successful when it is begun in early stages of the disease, when sight loss is minimal. Our developments mean we could diagnose patients 10 years earlier than was previously possible."" The technique developed is called DARC, which stands for detection of apoptosing retinal cells. It uses a specially developed fluorescent marker which attaches to cell proteins when injected into patients. Sick cells appear as white fluorescent spots during eye examination. UCL Business, the commercialisation company of UCL, holds the patents for the technology. The examination uses equipment used during routine hospital eye examinations. Researchers hope that eventually it may be possible for opticians to do the tests, enabling even earlier detection of the disease. The research is funded by Wellcome Trust. Bethan Hughes, from Wellcome's Innovation team said: ""This innovation has the potential to transform lives for those who suffer loss of sight through glaucoma, and offers hope of a breakthrough in early diagnosis of other neurodegenerative diseases. Loss of sight as you age is an incredibly difficult disability, impacting quality of life and independence."" Initial clinical trials were carried out on a small number of glaucoma patients and compared with tests on healthy people. The initial clinical trials established the safety of the test for patients. Further studies will now be carried out to into DARC and how it can be used not only to diagnose and treat glaucoma patients but also for other neurodegenerative conditions. ### Link to paper: The following link will go live at the time the embargo lifts: https:/ / academic. oup. com/ brain/ article-lookup/ doi/ 10. 1093/ brain/ awx088 For embargoed copies of the BRAIN paper and for media enquiries please contact Maggie Stratton: m.stratton@wellcome.ac.uk +44 (0)20 7611 8609/ +44 (0)787 211 2656 For further information about DARC technology please contact Emma Alam: e.alam@uclb.com +44 (0)207 679 9000/ +44 (0)7896 058667 About UCL Business UCL Business PLC (UCLB) is a leading technology transfer company that supports and commercialises research and innovations arising from UCL, one of the UK's top research-led universities. UCLB has a successful track record and a strong reputation for identifying and protecting promising new technologies and innovations from UCL academics. UCLB has a strong track record in commercialising medical technologies and provides technology transfer services to UCL's associated hospitals; University College London Hospitals, Moorfields Eye Hospital, Great Ormond Street Hospital for Children and the Royal Free London Hospital. It invests directly in development projects to maximise the potential of the research and manages the commercialisation process of technologies from laboratory to market. For further information, please visit: http://www. uclb. com Twitter: @UCL_Business About UCL (University College London) UCL was founded in 1826. We were the first English university established after Oxford and Cambridge, the first to open up university education to those previously excluded from it, and the first to provide systematic teaching of law, architecture and medicine. We are among the world's top universities, as reflected by performance in a range of international rankings and tables. UCL currently has over 38,000 students from 150 countries and over 12,000 staff. Our annual income is more than £1 billion. http://www. ucl. ac. uk | Follow us on Twitter @uclnews | Watch our YouTube channel YouTube.com/UCLTV About Imperial Hospitals NHS Trust/Western Eye Hospital Imperial College Healthcare NHS Trust is one of the largest hospital Trust's in England, providing acute and specialist healthcare for a population of nearly two million people. The Trust has five hospitals - Charing Cross, Hammersmith, Queen Charlotte's & Chelsea, St Mary's and The Western Eye -- as well as community services. The Western Eye Hospital is a specialist eye hospital in West London with a 24/7 accident and emergency department. The hospital's facilities also include outpatients, inpatients, day case and inpatient surgery. The equipment used in the study was funded by a grant from Imperial Health Charity. Imperial Health Charity (formerly Imperial College Healthcare Charity) raises funds for five London hospitals within Imperial College Healthcare NHS Trust: Charing Cross, Hammersmith, Queen Charlotte's & Chelsea, St Mary's and Western Eye hospitals. It has awarded more than £12million to 300 healthcare projects to date, and in the autumn of 2015 committed a further £20million to the hospitals of Imperial College Healthcare NHS Trust over the next three years for a series of major projects. About Wellcome Wellcome exists to improve health for everyone by helping great ideas to thrive. We're a global charitable foundation, both politically and financially independent. We support scientists and researchers, take on big problems, fuel imaginations and spark debate."
fakehealth,story_reviews_00148,1,0,1,1,0.70063597,0.9953477,"A procedure used to relieve chest pain in hundreds of thousands of heart patients each year is useless for many of them, researchers reported on Wednesday. Their study focused on the insertion of stents, tiny wire cages, to open blocked arteries. The devices are lifesaving when used to open arteries in patients in the throes of a heart attack. But they are most often used in patients who have a blocked artery and chest pain that occurs, for example, walking up a hill or going up stairs. Sometimes patients get stents when they have no pain at all, just blockages. Heart disease is still the leading killer of Americans — 790,000 people have heart attacks each year — and stenting is a mainstay treatment in virtually every hospital. More than 500,000 heart patients worldwide have stents inserted each year to relieve chest pain, according to the researchers. Other estimates are far higher."
fakehealth,story_reviews_00980,1,0,1,1,0.5038726,0.8200442,"You wouldn’t last very long without oxygen. But just as rust slowly eats away at a nail, oxygen can age your body. As your cells use this vital element, they produce free radicals — unstable molecules that can damage your tissues and add wear and tear to your entire body, including your skin. Many anti-aging products promise younger-looking skin through the power of antioxidants, compounds that help neutralize free radicals before they can do any harm. Antioxidants such as vitamin E, vitamin C and beta carotene show up in a lot of sunscreens and lotions. But if you want your antioxidants to go more than skin deep, you might be interested in oral supplements. Proleva, a supplement from Allmera Nutraceuticals, contains antioxidants from several different sources, including green tea, acai berries, goji berries and resveratrol, a compound found in grape skins. Users are instructed to take two capsules once a day. You can buy a bottle of 60 capsules on the company website for about $60. Vivida, a supplement from Lifes2Good Inc., contains astaxanthin, an antioxidant that’s extracted from algae, along with vitamin C. Other ingredients include silica, from the horsetail plant, and a “marine extract” from cod and other ocean fish. Users are instructed to take one tablet in the morning and one in the evening. A bottle of 60 tablets costs about $50. Advertisement The claims According to the company website, Proleva is a “fountain of youth” that can give users “youthful, glowing skin.” The site adds that “healthy vibrant skin comes not from a cream but from within.” (The site also says that the supplement will improve memory, enhance the immune system and speed healing, but those are claims for another time.) Ron Slavick, the managing director of Allmera Nutraceuticals, says many Proleva customers boast of their softer, younger-looking skin. “You can’t treat skin with lotions and potions,” he says. “Healthy skin is a reflection of the health of the body.” He believes that the natural plant extracts in Proleva work better than the artificially produced antioxidants found in most multivitamins. The website for Vivida says that the product “nourishes skin from the inside” to make it “smoother, firmer, and healthier.” Lifes2Good President Mark Holland says that antioxidants help “take impurities away from the skin” while softening fine lines and wrinkles. According to Holland, the antioxidants work together with the marine extract to keep the skin moist and supple. Advertisement The bottom line Over the years, scientists have largely dashed the hopes that antioxidants could be the secret to good health and longer lives. Studies have failed to show that antioxidant supplements such as vitamin E and beta carotene can prevent heart disease, cancer or other major diseases. There’s still some hope that antioxidants can help the skin, but the results likely aren’t as dramatic as the companies suggest, says Dr. Patricia Farris, a fellow of the American Academy of Dermatology who has a cosmetic dermatology practice in Metarie, La. “These products are over-hyped,” Farris says. “Only a few studies show that you can improve the appearance of skin with any type of supplement.” According to Farris, some but not all studies suggest that antioxidants can help protect the skin from sun damage, one of the major causes of wrinkles. But she notes that this would only prevent signs of aging, not fix any problems that a person already has. “I tell patients that antioxidants might help protect the skin, but they won’t repair the skin,” she says. Proponents of antioxidants can point to a few studies with encouraging results. For example, a German study of 36 adults published in 2006 in the journal Skin Pharmacology and Physiology found that volunteers taking supplements containing the antioxidants lutein, selenium and lycopene (among other things) had measurably smoother skin after 12 weeks. There were no such benefits for the subjects taking a placebo. The changes were assessed with a scanning device, and it’s unclear if any benefits were visible to the naked eye. In an unpublished, company-funded study provided by Holland, 83 women who took Vivida reported generally positive results. After 12 weeks, 74% said that their skin looked smoother and softer. These results weren’t confirmed by a dermatologist or anyone else, and there was no control group for comparison. Plant-based nutrients deserve more study, but the field is still in its infancy, says Dr. David McDaniel, an assistant professor of clinical dermatology at Eastern Virginia Medical School who runs a cosmetic dermatology clinic in Virginia Beach. Because products vary widely in their ingredients and their doses, he can’t recommend any particular product without evidence to back it up. “Without well-designed, statistically valid trials, I’m a skeptic,” he says. Advertisement Curious about a consumer health product? Send an email to health@latimes.com. Read more at latimes.com/skeptic."
fakehealth,story_reviews_00061,1,0,1,1,0.60949415,0.8039459,"Fasting diets have gained popularity in the past few years, but the scientific evidence proving that they keep us healthy while they help us lose weight is sparse. Now, researchers have shed light on what one type of time-restricted eating does to the body. In a small, preliminary study, researchers put 23 obese volunteers on the 16:8 diet, a form of intermittent fasting. Followers of the popular regime eat during an eight-hour window, in this case between 10 a.m. and 6 p.m. And for the 16 hours in between, they consume only calorie-free drinks, such as water. For 12 weeks, the scientists measured various factors, including the participants' fat mass, blood pressure and cholesterol and glucose levels. The researchers compared the results to existing data from a separate weight loss trial carried out between 2011 and 2015. Individuals who ate between 10 a.m. and 6 p.m. consumed around 350 fewer calories, resulting in a loss of 3 percent body weight, and their blood pressure dropped by around 7mm Hg. However, their fat mass, insulin resistance and cholesterol levels were similar to the control group's. Getty Images Krista Varady, one of the study's authors and associate professor of kinesiology and nutrition at the University of Illinois at Chicago's School of Applied Health Sciences, said in a statement that the take-home message from the study is that cutting out certain foods or counting calories aren’t the only effective methods for losing weight. The authors noted that the results mirror those from previous studies of other forms of intermittent fasting, including alternate day fasting, where an individual eats normally every other day. Keep up with this story and more by subscribing now ""But one of the benefits of the 16:8 diet may be that it is easier for people to maintain. We observed that fewer participants dropped out of this study when compared to studies on other fasting diets,” said Varady. Further research is now needed to uncover whether 16:8 works better than other fasting diets in terms of weight loss and health benefits. The study's authors acknowledged that their preliminary data offers ""promise for the use of time-restricted feeding as a weight loss technique in obese adults, but longer-term, large-scale randomized controlled trials [are needed]."" Varady stressed that ""when it comes to weight loss, people need to find what works for them, because even small amounts of success can lead to improvements in metabolic health."" Commenting broadly on fast-style diets, James Catterson of the Institute of Healthy Ageing at University College London, who was not involved in the study, previously told Newsweek the jury is still out on fasting diets. He said that the data on the effects of fasting in animals are more convincing, probably because animals can be investigated in large sample sizes and in a highly controlled environment that is almost impossible to replicate in humans. ""There are also many studies that either report no overall effect or sometimes the opposite. And this is where it gets a bit murky, as it is very difficult to put proper controls in place when performing studies to do with nutrition,"" Catterson said. He concluded, ""So far, the consensus seems to be ‘let’s wait until more rigorous studies, with larger sample sizes that adjust for confounding lifestyle behaviors, have been performed before we conclude anything prematurely.'"""
fakehealth,story_reviews_00772,1,0,1,1,0.63890666,0.97196305,"“It’s promising that we can see an effect from a single dose,” says researcher Leah Coles, PhD, a research fellow at the Baker IDI Heart and Diabetes Institute in Melbourne, Australia. “That effect might be even greater over the long term if they are drinking it day upon day.” Researchers say that drop may seem small, but on a public health level a reduction like that would equate to a 10% reduction in deaths due to heart disease . The study shows that within hours of drinking it, beet juice lowered systolic blood pressure (the top number in a blood pressure reading) by an average of 4-5 points among a small group of healthy men . Dec. 14, 2012 -- Drinking a glass of beet juice may have an immediate impact on lowering blood pressure , according to a new study. Beetroot Benefits Previous studies have shown that beet juice, also known as beetroot juice, can lower blood pressure in a laboratory setting. But researchers say this is the first study to look at the effects of adding beet juice to a heathy person’s diet without making any other diet or lifestyle changes. The results appear in Nutrition Journal. In the study, 15 men and 15 women drank either 17.6 ounces of a beet juice beverage consisting of about three-fourths beet juice and one-fourth apple juice, or a placebo juice. They were then monitored for 24 hours. The same procedure was repeated two weeks later, with those who drank the placebo on the first round receiving beetroot juice on the second. Among both men and women, the results showed a trend to lower systolic blood pressure six hours after drinking the beet juice. But when researchers limited their analysis to men only, they found a significant reduction of about 4.7 points among those who drank the beetroot juice. Previous studies have also suggested that beetroot’s blood-pressure-lowering effects may not be as strong in women. In this case, Coles says it may be partially explained by the fact that the women in the study tended to be older, and many were on prescription medications, such as oral contraceptives."
fakehealth,story_reviews_00038,1,0,1,1,0.503437,0.9212392,"TMS treats conditions by delivering brief, powerful magnetic field pulses that stimulate nerve cells in the brain. The procedure is noninvasive and doesn't require anesthesia, and the pulses are delivered via an electromagnetic device or coil that is placed or worn on the head. The Food and Drug Administration made the announcement on Friday, expanding the use of a technology that has been around for decades. The FDA first approved TMS devices for major depression in 2008, and in 2013 they were approved to treat pain associated with some types of migraine headaches. The approval was based on a clinical trial of 100 people with obsessive-compulsive disorder, where roughly half received treatment with TMS and the other half had a sham treatment that didn't deliver the electromagnetic pulses. People who were taking medication for OCD continued to do so for the trial. Overall, 38% of the people with the real device responded to the treatment compared with 11% of those with the sham device. A response was considered a 30% reduction in the Yale-Brown Obsessive Compulsive Scale (YBOCS) score, which is used to measure the severity of OCD symptoms."
