dataset,record_id,label,tfidf_prediction,biobert_prediction,pubmed_prediction,biobert_prob_1,pubmed_prob_1,text
fakehealth,story_reviews_00047,1,0,0,0,0.41588035,0.2939404,"When actress and author Lena Dunham went public about having endometriosis, a disorder of the uterus, she wanted to make something clear: The pain it causes can be completely debilitating, and women desperately need better treatments. Soon, it seems, women like Dunham who suffer from endometriosis pain will have a new option for relief. An effective treatment was just approved by the Food and Drug Administration, and it’s expected to arrive at pharmacies as soon as August. The pill, called elagolix (brand name Orilissa) from the drugmaker AbbVie, is the first FDA-approved oral treatment in more than a decade for the moderate to severe pain that comes with endometriosis. “This [medication] could really be transformative,” said Hugh Taylor, an OB-GYN doctor at Yale Medical School who led the key trials testing the drug. “I’m very excited to be able to start using it in my patients.” Endometriosis is one of the most common gynecological conditions, affecting one in 10 women of reproductive age. And it can be incredibly painful. The reason is simple: Women with the condition are growing excess tissue in their abdomen that they can’t shed. Every month, a woman’s uterine lining thickens and sheds during her period if she’s not pregnant. With endometriosis, that tissue thickens and bleeds, but it happens outside of the uterus — on the fallopian tubes, even in the nose, the lungs. Because the extra tissue has no way to exit the body (it can’t go through the vagina since it’s not growing in the uterus) it builds up and becomes trapped, leading to pain and, in some cases, infertility. There’s no cure for endometriosis. To manage symptoms, women are usually prescribed birth control or over-the-counter painkillers as a first-line approach, but they don’t always work. In severe cases, a doctor may suggest surgery to remove the extra tissue. (Dunham had eight surgeries, and ended up getting a hysterectomy, which was considered an extreme measure.) Enter elagolix. Endometriosis is an estrogen-driven disease, and the drug works by lowering estrogen levels. Two large double-blind, placebo-control randomized trials, involving 1,200 women, tested whether it can help women control endometriosis pain. The results, published last year in the New England Journal of Medicine, were pretty remarkable. The patients in those trials scored their pain from 0 (no pain) to 3 (severe pain). On average, they had pain levels of 2.2 out of 3 before starting on the drug — and they experienced a 2-point reduction in pain after taking the treatment for three months. “It’s a major advance,” said Dr. Louis DePaolo, head of the fertility and infertility branch at the National Institute of Child Health and Human Development, “and another option women have that’s effective.” Now, the less good news: The drug won’t cure endometriosis — it’ll only tamp down the pain it causes. Researchers have also found it causes bone loss, and they have no idea about the long-term effects of taking the drug because there are no trials lasting for longer than a year. It’ll also cost women $850 per month if they don’t have insurance coverage. But for some, the risks and costs may be worth it. Here’s why. Endometriosis is incredibly common — but it can go undiagnosed for years The three main ways endometriosis manifests are through pelvic pain, infertility, and pelvic masses such as cysts, scar tissue, and fibroids. According to the American Congress of Obstetricians and Gynecologists, some important signs of endometriosis include: Pain before and during periods Pain during sex Infertility Fatigue Painful urination during periods Painful bowel movements during periods But many women don’t know they have endometriosis. It’s sometimes mistaken or dismissed for regular period pain. Definitively diagnosing the disorder requires invasive surgery; doctors need to peer inside the pelvis through a laparoscopy. (Imaging is rarely helpful in getting a clear diagnosis.) This involves making a small incision in the belly and inserting a tube with a tiny camera to see if the pelvic organs show signs of tissue scarring and buildup. So it’s no surprise it takes between three and 11 years after the onset of symptoms to diagnose endometriosis. Doctors aren’t sure why some women get it Adding to the mystery around endometriosis: no one knows exactly what causes endometriosis, but doctors have some theories. Retrograde menstrual flow: During a period, when a woman is shedding her uterine lining, some of that tissue can flow through her fallopian tubes and into her pelvis, which researchers think may cause endometriosis. But doctors have also found that the rate of retrograde menstruation is about the same in women with and without endometriosis, so they think additional factors spur the disorder in some. During a period, when a woman is shedding her uterine lining, some of that tissue can flow through her fallopian tubes and into her pelvis, which researchers think may cause endometriosis. But doctors have also found that the rate of retrograde menstruation is about the same in women with and without endometriosis, so they think additional factors spur the disorder in some. Genes: The disorder runs in families, so doctors believe there’s a genetic component. If a woman’s mom or sister had endometriosis, she’s believed to be at a higher risk. The disorder runs in families, so doctors believe there’s a genetic component. If a woman’s mom or sister had endometriosis, she’s believed to be at a higher risk. Immune system dysfunction: Problems with the immune system can hamper a woman’s ability to clear her menstrual debris, leading to endometriosis. Problems with the immune system can hamper a woman’s ability to clear her menstrual debris, leading to endometriosis. Environmental factors: There’s some evidence to suggest environmental exposures to certain chemicals may contribute to one’s risk of developing endometriosis. The treatments available don’t always help — and some have severe side effects When birth control pills or over-the-counter painkillers fail to help endometriosis pain, women are often left choosing between a monthly injection called Lupron Depot, that can put women into a profoundly menopausal state, or a Danazol, a male hormone that often causes acne and facial hair growth. The new drug elagolix is not risk free, either. In the trials, women who took the drug had greater decreases in bone loss than did those who received placebo, and this wasn’t entirely surprising. Like other endometriosis treatments, the drug works by lowering estrogen levels. When that happens, women experience menopausal side effects. The most common in the trials were hot flushes, headaches, and insomnia. (Elagolix is available in two doses — 150 mg per day, or 200 mg twice daily — and the women on the higher dose experienced the side effects more frequently.) But, DePaolo pointed out, “[Elagolix] doesn’t have the pronounced side effects some of the other compounds have.” That’s because, he said, it doesn’t drive down estrogen levels as severely. So women with endometriosis are still left choosing between terrible pain or menopausal symptoms, including bone loss. “The game changer would be something that really improves the pain permanently,” DePaolo said. “This doesn’t do that — but it is effective while it’s given.” For some women, though, that may be a game changer in and of itself."
fakehealth,story_reviews_01186,0,1,1,1,0.62461984,0.9344105,"The gene responsible for cystic fibrosis was discovered in 1989. Now, 22 years later, a drug that tries to compensate for the genetic defect might be nearing the market. Vertex Pharmaceuticals announced Wednesday morning that the drug, VX-770, improved lung function in people with cystic fibrosis in a late-stage clinical trial. The drug also reduced the frequency of disease exacerbations that required treatment with antibiotics. The caveat is that VX-770 is designed to counter one specific genetic mutation that accounts for about 4 percent of cases of cystic fibrosis. Vertex is working on another drug for the most common mutation, but that one is further behind in development. Still, the news is expected to be greeted favorably by doctors and patients and by Wall Street. “I’ve been doing clinical trials for 30 years in C.F. and these are amazing results,’’ Dr. Bonnie W. Ramsey, a lead investigator in the trial, said in an interview. Dr. Ramsey, a professor of pediatrics at the University of Washington, was briefed on the results by Vertex. The results were announced by a press release and have not been peer reviewed by experts. About 30,000 Americans and 70,000 people worldwide have cystic fibrosis, a disease caused by defects in a gene responsible for the transport of chloride ions across cell membranes. People with the disease tend to have very thick mucus in their lungs, which leads to infections and lung damage. Many do not live past age 40. Two inhaled antibiotics and one drug that loosens mucus are approved to treat cystic fibrosis, but nothing that directly improves chloride ion transport. In the trial, those who received VX-770 gained 10.6 percentage points more on a lung function test after 24 weeks than those getting a placebo, a difference that statistically was highly significant. Patients continued to take either drug or placebo for another 24 weeks and the improvement was sustained. Lung function, the primary endpoint of the trial, was measured by how much a person could exhale in one second, a standard test. Investors had been expecting around a 5 percentage point improvement. In a note to clients Tuesday evening, before the results were known, an analyst at ISI Group, Mark Schoenebaum, said that an improvement of 10 percent would be a “home run’’ that could lead to $600 million in annual sales for the drug. Dr. Ramsey, who has received research grants from Vertex, said that some patients could perceive a 10 percentage point change in lung function. She said other results of the trial were encouraging. These included fewer exacerbations of the disease in those who got the drug, fewer self-reported respiratory symptoms, and a gain in weight, which is good for people with cystic fibrosis, who often have digestive problems. The saltiness of their sweat — a measure used to diagnose the disease — was markedly reduced, suggesting that the drug was having an effect on chloride ion transport. The trial involved 161 people age 12 and older, all with at least one copy of the particular mutation, known as G551D. The main side effects, Vertex said, were headache, upper respiratory tract infections, nasal congestion, rash and dizziness. Vertex said it hoped to apply in the second half of the year for approval of VX-770 in the United States and Europe. The company is awaiting results of a second trial of the drug, this one in younger children. Vertex has not said how much it will charge for VX-770. But since there are only about 1,200 Americans who are candidates for the drug, the price is likely to be tens of thousands of dollars a year. Vertex, based in Cambridge, Mass., was founded in 1989, coincidentally the same year the cystic fibrosis gene was discovered. It has not yet had a big commercial success and had a $2.5 billion net loss in the last five years. The company is hoping that by late May it will win approval to sell a new type of drug for hepatitis C, which analysts expect will be a blockbuster. The long time needed to develop a drug for cystic fibrosis is a lesson for those expecting a quick payout from the sequencing of the human genome, which was completed a decade ago. It is not enough to know the gene behind a disease. It can take years of research to determine how a mutation actually causes a disease and then to design a drug that corrects the problem. Vertex received $75 million in financial support from the Cystic Fibrosis Foundation, one of the first nonprofit disease groups to give money to companies. “These results are highly encouraging,’’ Robert J. Beall, president of the foundation, said in a statement Wednesday. “They provide scientific evidence that support our long-standing belief that targeting the underlying defect of C.F. may have a profound effect on the disease.’’"
fakehealth,story_reviews_00046,1,0,0,0,0.32695705,0.0127976565,"Depression is among the leading causes of disability worldwide, with more than 300 million people suffering from this mental illness, according to the World Health Organization. Despite how common depression is, scientists still have a lot to learn about it. Among what is known is that depression is not a single disease but a variety of feelings and behaviors that may have different underlying causes. “Depressive disorders can present differently in different people. What is known now is that depression affects not just the brain but the whole organism,”said Natalie Rasgon, a professor of psychiatry and behavioral sciences at Stanford University. But a new study of which Rasgon is a senior author finds evidence of a possible biomarker for major depressive disorder, which could lead to better treatments for this sometimes crippling disease. The study by a group of researchers from around the U.S. and in Sweden finds that a specific, naturally-occurring chemical, called acetyl-L-carnitine, or LAC, is lower in the blood of people suffering from depression. The research was published this week in Proceedings of the National Academy of Sciences. “Previous animal studies convincingly showed the role of LAC in models of depression. This study is the first confirmation of the results from animal studies in human subjects with depression,” Rasgon told ABC News. STOCK PHOTO/Getty Images Levels of the chemical were lower among people with more severe depression Researchers measured LAC levels in the blood of 116 participants, and found that those with depression had significantly lower levels of the chemical than healthy individuals. Two groups of people at two different hospitals were examined, with the same results. LAC levels were especially low among people whose depression was more severe, who began suffering from the disease at an earlier age or who had a history of childhood trauma. Levels were lowest among females whose depression did not get better with medications or therapy, known as “treatment-resistant depression,” and who had suffered childhood trauma or neglect. The human body naturally produces LAC from a nutrient called carnitine, but researchers found that carnitine levels were the same in people with and without depression. This suggests that differing levels of LAC can be attributed to depression and not to diet. What do we know about this chemical? LAC performs a number of important tasks, including regulating how the brain and nervous system use energy. It also can interact with DNA to change how certain genes are expressed. In previous studies, LAC has been shown to effectively and rapidly improve symptoms of depression in mice. A review of multiple studies published in the Journal of Psychosomatic Medicine in 2017 showed that acetyl-L-carnitine may be better than a placebo in treating depression and may be as effective as common antidepressants but with fewer side effects. The review authors noted the studies were very small and larger trials are necessary to confirm any benefit. There is a LAC supplement that has been used for dementia, but a 2003 review from Cochrane found it is unlikely to be of benefit for this purpose. Some studies suggest a benefit for a type of nerve pain called neuropathy. But it is important to note this study did not test if LAC can be used for the treatment of depression. “We are at the very beginning of this discovery and can’t recommend people to buy this supplement at the GNC store,” warned Rasgon. STOCK PHOTO/Getty Images How further research might lead to possible treatments LAC has potential to be a biomarker, something measurable in the body that reflects the presence of a disease. As such, it could potentially be used to screen for and diagnose severe or treatment-resistant depression and allow for earlier and more aggressive treatment. Researchers hope future studies could shed light on whether physical activity, dietary habits, and sleep may affect LAC levels. This study also found that people on antidepressant drugs still had lower levels of LAC in their blood, suggesting that taking supplements of the chemical might be helpful or possibly even necessary to fully benefit from a medication. This research, together with prior studies, suggests that correcting a deficiency in LAC could be a step toward more targeted treatments of depression, especially for those who suffered childhood trauma or began having depression at an early age. STOCK PHOTO/Getty Images “We are excited with these results and are working on extending them to further understand the role of LAC in patients receiving treatment for depression,”Rasgon said. “It is one of the pieces of a very large puzzle that constitutes depressive disorders as an illness.” While this study has important implications in understanding depression, Rasgon cautioned that it requires larger studies to confirm the findings. “There are many questions to be answered – who will ultimately benefit from taking this supplement, what is the right dose, what is the appropriate duration of use.” The study was a collaboration between researchers at Stanford, Rockefeller University, Duke University, Weill Cornell Medical College, the Icahn School of Medicine at Mount Sinai, and the Karolinska Institute in Sweden. Michael MacIntyre is a psychiatry resident working with the ABC News Medical Unit."
fakehealth,story_reviews_01307,0,1,1,1,0.6380513,0.844841,"Nov. 22, 2010 -- Eat your veggies and you may live longer, a study suggests. The study shows that eating foods rich in antioxidants, like vegetables and fruits, fights disease and may prolong life. Researchers found that people with the highest levels of the antioxidant alpha-carotene in their blood had a 39% lower risk of death from any cause, including heart disease and cancer, than those who had the lowest levels of the antioxidant during the 14-year study. ""These findings support increasing fruit and vegetable consumption as a means of preventing premature death,"" write researcher Chaoyang Li, MD, PhD, of the CDC and colleagues in the Archives of Internal Medicine. Alpha-carotene is part of a group of antioxidants known as carotenoids, which also includes beta-carotene and lycopene. Vegetables particularly high in alpha-carotene include yellow-orange vegetables, such as carrots, sweet potatoes, pumpkin, and winter squash, and dark green vegetables, such as broccoli, green beans, green peas, spinach, turnip greens, collards, and lettuce. Although previous studies have suggested eating more fruits and vegetables is associated with a lower risk of disease, studies have not shown that taking beta-carotene supplements reduces the risk of dying from heart disease or cancer. Researchers wanted to see if other carotenoids may also play a role in reducing the risk of disease."
fakehealth,story_reviews_00689,0,1,1,1,0.56702137,0.99965584,"(Reuters) - Achillion Pharmaceuticals Inc’s experimental hepatitis C drug, when used with Gilead Sciences Inc’s Sovaldi, eradicated signs of the virus in six weeks, the shortest duration and highest response achieved by any two-drug treatment. Achillion’s shares rose as much as 19 percent to $12.85 on Monday on investor’s hopes that an all-Achillion combination could be as effective as Gilead’s and AbbVie Inc’s current therapies. The estimated $20 billion market for hepatitis C drugs has developed at a lightning pace in recent years, with several companies including Gilead, AbbVie and Merck & Co Inc working on faster, more potent ways to cure the liver-destroying virus, which affects more than 170 million globally. The new-generation hepatitis C regimens use a two- to three-drug combination – a nucleotide analog inhibitor or “nuke” and a NS5A inhibitor in Gilead’s case – to achieves a cure in about eight to 12 weeks, making them faster and more effective than older treatment options. Gilead’s regimen Harvoni, with its own NS5A inhibitor and Sovaldi as the “nuke”, needs to be taken for at least eight weeks. Launched in October, its sales touched $2.11 billion in the quarter ended Dec. 31. AbbVie’s three-drug cocktail Viekira Pak, which won U.S. approval in December, must be taken for at least 12 weeks. Achillion’s ongoing mid-stage study tests its NS5A inhibitor, ACH-3102, with Sovaldi in previously untreated genotype 1 hepatitis C patients over six and eight weeks of therapy. The main goal is to achieve a cure, or sustained virological response, 12 weeks after the completion of therapy. Monday’s data shows Achillion’s NS5A inhibitor, ACH-3102, looks best-in-class, which could make up for its nuke, ACH-3422, being perhaps less effective than Sovaldi, analysts said. The question then becomes whether ACH-3422 plus ACH-3102 - a weaker nuke and a stronger NS5A inhibitor - could be a good enough doublet as Harvoni, William Blair’s Katherine Xu said. Achillion, one of the few companies developing hepatitis C therapies independently, plans to begin a mid-stage study this year to evaluate its proprietary doublet. The all-Achillion regimen could hit the U.S. market by 2020 in a conservative scenario, Deutsche Bank’s Alethia Young estimated. She expects the treatment to cost about $35,000 per patient per year, assuming a 55 percent discount. Harvoni’s list price is $93,400 and Viekira Pak is estimated to cost $83,319."
fakehealth,news_reviews_00403,1,0,0,0,0.46305546,0.059955616,"Post-operative cognitive dysfunction (POCD), a condition mostly observed in older patients following surgery under general anesthesia, is characterized by impaired memory and concentration. The impairment may be temporary or permanent and incapacitating. The problem has become more frequent as the population ages and also as a growing number of older adults undergo surgical procedures made possible by more advanced medical technology. Data from the scientific literature suggest a rise in mortality from POCD in the first year after surgery under general anesthesia. The good news, according to a Brazilian study published by the journal PLoS One, is that two relatively simple measures can help to reduce the incidence of POCD: administering a small dose of the anti-inflammatory drug dexamethasone immediately before an operation and avoiding profound anesthesia during the operation. Opinions on the adequate depth of anesthesia and the risks of very profound anesthesia currently diverge. Excessively superficial anesthesia is known to incur a risk of patient recall of the procedure, which is undesirable. ""Our findings confirm recent evidence that the deeper the anesthesia-induced hypnosis, the higher the incidence of POCD. The literature points to a link with the systemic inflammatory response induced by surgical trauma, damaging the central nervous system. If so, the use of an anti-inflammatory drug may have a protective effect,"" said Maria José Carvalho Carmona, a professor of anesthesiology at the University of São Paulo's Medical School (FM-USP) and principal investigator for the study. The researchers evaluated 140 patients aged between 60 and 87 who underwent surgery under propofol-induced general anesthesia at the Central Institute of Hospital das Clínicas, FM-USP's teaching hospital, in most cases for removal of gallstones. Pre-operative assessment included a battery of tests to measure mental and cognitive status. Patients who failed to achieve a cutoff score were excluded. The remaining subjects were divided randomly into four groups. In the operating room, deep anesthesia typical of major surgical procedures was induced in the first and third groups, and more superficial anesthesia in the second and fourth. Only the third and fourth groups received dexamethasone. The depth of anesthesia was monitored using bispectral index (BIS) technology, which processes electroencephalogram signals to measure drug-induced unconsciousness. The researchers classified a BIS of 35-45 as deep anesthesia and a BIS of 46-55 as superficial anesthesia. In the fourth group (superficial anesthesia with dexamethasone), the incidence of POCD was 15.3% immediately after surgery, but after six months the pre-operative cognitive status was restored in all patients. ""The results reinforce recent evidence of the importance of avoiding deep anesthesia,"" Carmona said. ""With regard to the use of dexamethasone, more research is needed to confirm our finding, preferably in multicenter trials, but there are strong indications that it can be beneficial in many cases."" The earliest trials with patients who developed POCD were performed after the 1950s. Before that, older patients were rarely subjected to major surgery, and significant research in this field has only been conducted for approximately 15-20 years. ""The causes of and risk factors for POCD are still being discussed,"" she said. ""Little is said about rehabilitation or ways of helping patients recover pre-operative cognitive function."" One of the obstacles to reliable diagnosis and rehabilitation is a lack of practical and secure instruments for pre- and post-operative cognitive assessment. ""The tests available today are either too time consuming or quick but unreliable,"" Carmona said. ""This makes it hard to follow up on patients."" ###"
fakehealth,story_reviews_00550,0,1,1,1,0.5438894,0.62973475,"CHICAGO (Reuters) - Pathway Genomics, a company known for pushing the boundaries of direct-to-consumer genetic testing, on Thursday will launch a cancer screening test designed to detect bits of cancer DNA in the blood of otherwise healthy people. The test represents a first in the rapidly developing field of “liquid biopsies,” which use gene sequencing technology to screen blood samples for trace amounts of DNA associated with different cancers. Several cancer diagnostic companies have been working on the tests, a field that has recently been joined by makers of DNA blood screening tests for fetal abnormalities after the tests detected early cancers in expectant mothers. Cowen & Co estimates that use of DNA blood tests for cancer screening will exceed $10 billion a year by the end of the decade. But the move by Pathway, a privately owned maker of genetic tests ranging from cancer risk and heart health to drug response, underscores a growing debate over how much genetic information should be made available to healthy people if it is not yet clear how it can improve their health. The company has already run into trouble on a similar issue. In 2010, Walgreens pulled Pathway’s genetic testing kits from its pharmacies after U.S. health regulators warned patients might take action without understanding the results. Several oncology experts said liquid biopsy tests like Pathway’s, while exciting, still require large clinical studies proving they help people beat cancer through early detection. Doctors will also need a clear assessment of their accuracy. “For any given test, the rate of false positives causing unnecessary alarm and false negatives that provide false security should be known,” said Dr. Keith Stewart, an oncologist who heads Mayo Clinic’s Center for Individualized Medicine. Pathway’s screening test looks at 96 genetic markers associated with major cancer types such as breast, ovarian, lung, colon and melanoma. The company is focusing on mutations that are relatively well-understood, and for which there are specific treatments, said Chief Executive Jim Plante. The cost to consumers begins at $299 to periodically check for DNA in their blood that could act as an early warning sign of cancer. The tests must be ordered by a doctor, based on a patient’s risk profile. A positive test will require additional checks to find where the cancer is growing. Pathway also launched a blood test for patients already diagnosed with cancer to help determine whether a treatment is working, or whether the disease is likely to return. SCREENING VS MONITORING Scientists have long known that cancers shed bits of genetic material into the blood. Privately held Guardant Health and Personal Genome Diagnostics Inc already offer blood tests for cancer patients. Roche-backed Foundation Medicine Inc, Genomic Health Inc, Illumina Inc and Sequenom Inc say they have similar tests in the works. But cancer experts say there are major differences between using such tests to screen for cancer and monitoring patients who are already known to have it. For example, some early cancers may not secrete DNA fragments into the bloodstream and require other types of detection. A colonoscopy can find and remove polyps before they pose a threat as colon cancer. “If we are relying on a test that can only detect cancer after it has formed, we miss a huge opportunity to intervene,” said Dr. Scott Kopetz of the University of Texas MD Anderson Cancer Center. Patients might be attracted to a less-invasive test for colon cancer, but if it is less effective, it might result in more cases of colon cancer, not fewer. Another concern is that the tests may pick up on markers that are never destined to be cancer, something already known to occur in blood tests for prostate cancer, Kopetz said. Pathway says its test is more than 99 percent accurate in detecting mutations in blood samples that contain at least nine copies of a tested mutation. “We do expect to detect cancer DNA when the tumors are small - much sooner than stage three or four,” Plante said. Dr. Bert Vogelstein, a cancer geneticist at Johns Hopkins University in Baltimore, said Pathway’s figure represents the test’s technical ability to detect DNA in the blood. Doctors, however, need an indication of how many patients will get a false positive result, something that can only be determined in a very large clinical trial, said Vogelstein. He is advising two companies developing liquid biopsy tests for cancer screening: Sysmex and Personal Genome Diagnostics. Plante said the company has started two clinical trials involving patients but has yet to publish any results on how the tests perform in people."
fakehealth,story_reviews_00158,0,1,1,1,0.6110076,0.99842024,"En Español THURSDAY, Oct. 12, 2017 (HealthDay News) -- Breast cancer is the second leading cause of cancer death among women in the United States, and routine screenings remain the most reliable way to detect the disease early, a breast cancer expert says. ""Breast cancer can be treated more successfully if detected in its early phases, while it is small and has not yet spread,"" said Dr. Kathryn Evers, director of mammography at Fox Chase Cancer Center in Philadelphia. ""With today's state-of-the-art treatment options and less extensive surgery, patients are experiencing better outcomes."" Older age is a leading risk factor for breast cancer. Most women are diagnosed after the age of 50. Having certain mutations in the BRCA1 and BRCA2 genes also predispose women to the disease. And there are some lifestyle-related risk factors that can be controlled, such as hormone therapy after menopause, obesity, alcohol intake and physical inactivity, Evers said. ""Having one risk factor or even several doesn't mean a woman will definitely develop breast cancer,"" she said in a Fox Chase news release. ""Women need to become educated about the risk factors, especially those they can control, and then adjust their lifestyle accordingly."" Not all women with breast cancer experience the same warning signs of the disease. Symptoms of breast cancer may include: A lump in the breast or armpit. Swelling or thickening in part of the breast. Dimpling or irritation of the skin on the breast. Pain in the breast that doesn't go away. Redness or flaky skin on the breast or nipple. Unusual nipple discharge. A change in the size or shape of the breast. In some cases, women never develop any of these symptoms, Evers noted. ""All women should know how their breasts look and feel so they can recognize any changes in them. This is an important part of breast health,"" she said. ""But just being familiar with your breasts should never take the place of regular screenings and mammograms. These tests can help find breast cancer in its early stages, even before symptoms appear."" There are three tests often used to look for breast cancer, Evers said. Mammogram: An X-ray of the breast used to examine breast changes. Its effectiveness depends on the size of a breast tumor and the density of breast tissue. Three-dimensional (3D) mammography involves X-ray machines that take pictures of thin slices of the breast from different angles, to build a 3D image. An X-ray of the breast used to examine breast changes. Its effectiveness depends on the size of a breast tumor and the density of breast tissue. Three-dimensional (3D) mammography involves X-ray machines that take pictures of thin slices of the breast from different angles, to build a 3D image. Breast ultrasound: This test is often used along with mammography to screen high-risk women and those with dense breast tissue. This test is often used along with mammography to screen high-risk women and those with dense breast tissue. Breast MRI: This test may be used to screen high-risk women and more closely examine a suspicious area detected during a mammogram or an ultrasound. ""I advise women to speak with their physician to determine what is right for them,"" Evers said. More information The American Cancer Society has more about breast cancer."
fakehealth,news_reviews_00179,0,1,1,1,0.54652864,0.99423283,"WASHINGTON -- A large proportion of the world's estimated 9.3 million breast cancer survivors experience menopausal symptoms or clinical manifestations of estrogen deficiency. A comprehensive review published in the Endocrine Society's Journal of Clinical Endocrinology & Metabolism focuses on current and future approaches to management of menopausal symptoms after breast cancer. Menopause is a normal part of a woman's aging process but pre-menopausal women treated with chemotherapy can also develop premature menopause, and consequently, severe menopausal symptoms including sleep disorders, vulvovaginal atrophy (VVA), vasomotor symptoms (VMS), mood changes, depressive symptoms, cardiovascular disease, osteopenia, and osteoporosis. Hormone therapy may help relieve a woman's menopausal symptoms but is not recommended for women who have had breast cancer. ""Following breast cancer, women should generally not be treated with menopausal hormone therapy but should instead focus on lifestyle modifications such as smoking cessation, weight loss, and regular physical activity,"" said the study's first author, Richard J. Santen, M.D., of the University of Virginia Health System in Charlottesville, Va. ""Pharmacologic agents are also available to treat women with severe symptoms. The most important thing to remember is that therapy must be individualized based on each woman's needs and goals."" Santen and colleagues reviewed controlled clinical trials, observational studies, evidence-based guidelines, and expert opinion from professional societies to address the gap in treatment recommendations for management of menopausal symptoms after breast cancer. The review's recommendations include: Smoking cessation, weight loss (if indicated), limiting or avoiding alcohol, maintaining adequate levels of vitamin D and calcium, eating a healthy diet, and regular physical activity are suggested for all women with prior breast cancer Non-pharmacologic therapies for VMS such as cognitive behavioral therapy, hypnosis, and acupuncture may be helpful as are vaginal lubricants and moisturizers Several emerging approaches such as selective estrogen receptor modulators (SERMs), Tissue selective estrogen complex (TSECs), estetrol, and neurokinin B inhibitors show promise as useful agents to expand options for symptom relief with less breast cancer risk but have not yet been tested to confirm safety in women with prior breast cancer ### Other authors of the study include: Cynthia A. Stuenkel of the University of California, San Diego in La Jolla, Calif.; Susan R. Davis of the School of Public Health and Preventative Medicine, Monash University in Australia; JoAnn V. Pinkerton of the University of Virginia in Charlottesville, Va.; Ann Gompel of Paris Descartes University in France; and Mary Ann Lumsden of the University of Glasgow School of Medicine, Dentistry, and Nursing in Scotland. The study, ""Managing Menopausal Symptoms and Associated Clinical Issues in Breast Cancer Survivors"" is published online at https:/ / academic. oup. com/ jcem/ article/ 4058051/ Managing-menopausal-symptoms-and-associated , ahead of print. Endocrinologists are at the core of solving the most pressing health problems of our time, from diabetes and obesity to infertility, bone health, and hormone-related cancers. The Endocrine Society is the world's oldest and largest organization of scientists devoted to hormone research and physicians who care for people with hormone-related conditions."
fakehealth,news_reviews_00365,1,0,0,0,0.490993,0.4620605,"Newswise — DURHAM, N.C. -- Patients suffering from noninfectious uveitis, a group of diseases that causes eye inflammation, can get effective treatment from a corticosteroid alternative that has previously been approved for treatment of arthritis and Crohn’s disease, according to a study led by a Duke Health researcher. The Food & Drug Administration recently approved the additional use of adalimumab (sold as Humira) for patients with noninfectious uveitis. Corticosteroids have traditionally been the only FDA-approved treatment for these diseases, although some doctors had prescribed adalimumab off-label. The FDA’s approval is limited to treatment of the three types of noninfectious uveitis that pose the greatest threat of vision loss. Glenn Jaffe, M.D., a professor in the Department of Ophthalmology at Duke University School of Medicine, said adalimumab works to treat uveitis by targeting a protein that is thought to promote inflammation. Jaffe led one of two clinical studies that formed the basis of the FDA’s approval and was senior author of the study appearing Sept. 8 in the New England Journal of Medicine (NEJM). “Patients may have many unwanted side effects when taking steroids long-term, as many uveitis patients do,” Jaffe said. “The goal of these studies was to determine whether there was an alternative that could replace or minimize the use of steroids. The studies also looked at whether an alternative would be better tolerated or more effective, yet still safe.” The study consisted of 217 adults who had active, non-infectious intermediate or posterior uveitis, or panuveitis. Participants were randomly assigned to a group that received either adalimumab or a placebo at the start of the trial and every two weeks thereafter. All participants also initially received standard doses of the corticosteroid prednisone, and continued to receive it in diminishing doses over the course of 15 weeks. Jaffe and colleagues then analyzed patients’ time to treatment failure, or how soon they saw a recurrence or worsening of one or more of four signs of inflammation: new areas of inflammation in the back of the eye, reduced visual clarity, more inflammatory cells in the front of the eye, or more cloudiness of the gel that fills the eye. Jaffe said the study focused on time to treatment failure because delaying or preventing inflammation is the key to successful treatment. “It is the active inflammation, caused by the body’s immune system reacting against itself, that can potentially permanently decrease the patient’s vision and cause unwanted symptoms, such as eye pain and floaters in the field of vision,” he said. “The hope is that by delaying or eliminating recurrences, the symptoms will be minimized or eliminated.” The researchers found that median time to treatment failure was 24 weeks in the adalimumab group and 13 weeks in the placebo group. Patients in the adalimumab group were also significantly less likely to experience treatment failure during the duration of the study (80 weeks) and they were at lower risk of treatment failure due to each of the four signs. Jaffe said the study’s results are significant not only because they indicate adalimumab delays treatment failure, but also because the investigation considered several signs as causes for treatment failure. “Using these multiple, possible endpoints was something unique to this study,” Jaffe said. “Since each of these signs can be associated with different types of uveitis, the study’s results broaden the applicability of treatment for patients.” The study authors note, however, that patients in the adalimumab group reported serious adverse effects, such as respiratory tract infections and allergic reactions, more frequently than those in the placebo group. In addition to Jaffe, co-authors include Andrew D. Dick, Antoine P. Brézin, Quan Dong Nguyen, Jennifer E. Thorne, Philippe Kestelyn, Talin Barisani-Asenbauer, Pablo Franco, Arnd Heiligenhaus, David Scales, David S. Chu, Anne Camez, Nisha V. Kwatra, Alexandra P. Song, Martina Kron, Samir Tari, and Eric B. Suhler. AbbVie, the pharmaceutical company that manufactures and markets adalimumab as Humira, sponsored the study. Dr. Jaffe served as a consultant for AbbVie, and other study authors also report financial relationships with the company. Further author disclosures are available in the study’s manuscript."
