dataset,record_id,label,prediction,confidence,text
healthfact,33578,0,1,0.99909174,"The web site Genpets.com sells mass-produced, bioengineered pets."
fakehealth,story_reviews_00739,0,1,0.9990907,"Andrew Scrivani for The New York Times Eating walnuts may reduce the risk for Type 2 diabetes in women, a large new study concludes. Previous studies have suggested an inverse relationship between tree nut consumption and diabetes. Though the findings are correlational, walnuts are uniquely high in omega-3 and omega-6 fatty acids, which may be of particular value in Type 2 diabetes prevention. The scientists, writing in the April issue of The Journal of Nutrition, used dietary and health data on 138,000 women participating in a large continuing study of women’s health. Beginning in 1999 they collected data on walnut consumption, and followed the women for the next 10 years. They found 5,930 cases of Type 2 diabetes. Women who ate walnuts tended to weigh less, consume more fish and exercise more than those who did not. But researchers controlled for these and many other factors, and found that compared with women who ate no walnuts, those who consumed 8 ounces of walnuts or more a month reduced their risk for Type 2 diabetes by 24 percent. “There’s been a lot of research on nuts in general in relation to cardiovascular health,” said the senior author, Dr. Frank B. Hu, a professor of medicine at Harvard. “This is the first on walnuts and diabetes. Walnuts may have some unique benefits.” The study was supported with grants from the National Institutes of Health and the California Walnut Commission."
fakehealth,story_reviews_00106,0,1,0.99908996,"Blood and urine test, believed to be first of its kind, could lead to earlier diagnosis of autism spectrum disorders Scientists in Britain say they have developed a blood and urine test that can detect autism in children. Researchers at the University of Warwick said the test, believed to be the first of its kind, could lead to earlier diagnosis of autism spectrum disorders (ASD) in children who could then be given appropriate treatment much earlier in their lives. ASDs mainly affect a person’s social interaction and communication, with symptoms that can include speech disturbances, repetitive and/or compulsive behaviour, hyperactivity, anxiety, and difficulty adapting to new environments. As there is a wide range of ASD symptoms, diagnosis can be difficult and uncertain, particularly at the early stages of development. It is estimated that about one in every 100 people in the UK has ASD, with more boys diagnosed with the condition than girls. Scientists said their research found a link between ASD and damage to proteins in blood plasma. They found the most reliable of the tests they developed was examining protein in blood plasma, which found children with ASD had higher levels of the oxidation marker dityrosine (DT) and certain sugar-modified compounds called advanced glycation end-products (AGEs). Genetic causes are thought to be responsible for about a third of cases of ASD, while the rest are believed to be caused by a combination of environmental factors, mutations, and rare genetic variants. However, researchers believe their new tests could reveal yet-to-be-identified causes of ASD. They also confirmed the previously held belief that mutations of amino acid transporters are a genetic variant associated with ASD. The Warwick team worked with collaborators at the University of Bologna in Italy, who recruited 38 children who had been diagnosed with ASD along with a control group of 31 other children between the ages of five and 12. Blood and urine samples were taken from the children for analysis. The Warwick team discovered there were chemical differences between the two groups. Working with a further collaborator at the University of Birmingham, the changes in multiple compounds were combined using artificial intelligence algorithm techniques to develop a mathematical equation to distinguish between ASD and healthy controls. The outcome was a diagnostic test better than any existing method. They said the next steps were to repeat the study with further groups of children to confirm the good diagnostic performance and to assess if the test could identify ASD at very early stages, indicate how the ASD is likely to develop further to more severe disease, and assess if treatments were working. The research was led by Naila Rabbani, reader of experimental systems biology at the University of Warwick, who said: “Our discovery could lead to earlier diagnosis and intervention. We hope the tests will also reveal new causative factors. “With further testing we may reveal specific plasma and urinary profiles – or ‘fingerprints’ – of compounds with damaging modifications. This may help us improve the diagnosis of ASD and point the way to new causes of ASD.” The research has been published in the journal Molecular Autism. • Note added 27 February 2018: The UK autism research charity, Autistica, provided the following comment to the Guardian: “This is a small, early-stage study which may explain one biological difference in autism. At this stage, the results presented are not strong enough to suggest that this method could be used for the diagnosis of autism. For example, we don’t know whether this technique can distinguish autism from ADHD, anxiety or other similar conditions. There have been many previous attempts to develop a biological test for autism. Still, the best way to diagnose autism is through clinical interview and observation, which takes into account the many features of autism.”"
fakehealth,story_reviews_01551,0,1,0.99908495,"En Español TUESDAY, May 25, 2010 (HealthDay News) --Giving certain breast cancer patients estrogen-lowering drugs before surgery enhances their chances of being able to choose a breast-conserving lumpectomy instead of a full mastectomy, new research suggests. The observation was based on a national study launched at 118 hospitals across the United States. It focused on postmenopausal women who had been diagnosed with estrogen receptor-positive (ER+) breast cancer that was either at stage II or stage III -- that is, tumors that were around an inch or greater in size and might have spread to the lymph nodes under the arm. The most common form of breast cancer, ER+ accounts for about three-quarters of all breast cancer cases in the United States, the authors noted. The 352 women who participated were monitored for tumor growth before and after being placed on a 16-week regimen of aromatase inhibitors -- estrogen-lowering agents -- before any surgery. Estrogen stimulates the growth of ER+ tumors. The women were classified into three groups as the study began: ""marginal"", meaning that the women were eligible for a lumpectomy to conserve the breast, but that it would be disfiguring or require several operations; ""mastectomy-only"", meaning a lumpectomy was not considered possible; and ""inoperable"", meaning that doctors believed that even a mastectomy would not completely remove the cancer. After the four months of estrogen-lowering therapy, the research team found that 82 percent of those women in the marginal group were, in fact, able to undergo successful breast-conservation surgery. More than half of those women who had been categorized as mastectomy-only patients were also able to go the lumpectomy route and experience a good outcome. And 75 percent of those thought to be inoperable altogether were able to have breast-conservation surgery. The investigation was funded by the American College of Surgeons Oncology Group and led by Dr. Julie A. Margenthaler, an assistant professor of surgery and a breast surgeon at the Siteman Cancer Center at Washington University in St. Louis. ""Aromatase inhibitor therapy shrank the tumors in many of these women and improved surgical outcomes,"" study chair Dr. Matthey J. Ellis, a breast cancer specialist at Washington University and Barnes-Jewish Hospital, said in a news release. ""These results will encourage a change in practice across the country so that more women can benefit from the currently underutilized approach of administering estrogen-lowering agents before surgery."" The findings are scheduled to be presented June 7 at the American Society of Clinical Oncology annual meeting, in Chicago. More information For more on surgical options for breast cancer, visit the U.S. National Cancer Institute."
healthfact,9968,0,1,0.9990839,New Therapy for Enlarged Prostate May Bypass Unpleasant Side Effects
healthfact,32864,0,1,0.9990827,"Autism has now been included among the known side effects of the DTaP (Diphtheria, Tetanus, and acellular Pertussis) vaccine."
healthfact,31582,0,1,0.99908125,A female mortuary worker was arrested after becoming pregnant by one of the corpses she was preparing for burial.
healthfact,35305,0,1,0.9990785,"The 1866 ""Ex parte Milligan"" precludes states from enforcing regulations that prevent residents from freely traveling or earning a living."
healthfact,9475,0,1,0.99907696,A New Therapy May Cure Kids of Peanut Allergy
healthfact,22504,0,1,0.99907,"Jay Hottinger Says Wendy’s founder ""Dave Thomas left the state literally on his deathbed to avoid the estate tax."
healthfact,18176,0,1,0.99906963,"Obamacare ""will provide insurance to all non-U.S. residents, even if they are here illegally."
fakehealth,story_reviews_01121,0,1,0.999062,"NEW YORK (Reuters Health) - Small doses of aspirin can lower the risk of heart attack in people who never had heart disease, a new look at the medical evidence shows. But the blood-thinning drug doesn’t appear to cut the chances of dying from the disease, at least not enough that researchers can say for certain. And experts warn people to consult their doctor before taking the medication, which increases the risk of bleeding ulcers. “I like to say you have to make the recommendation about aspirin one patient at a time,” Dr. Michael L. LeFevre, who was not linked to the study, told Reuters Health. LeFevre worked on the 2009 aspirin recommendations from the U.S. Preventive Services Task Force (USPSTF), a federally supported expert panel. The task force advises that men age 45 to 79 take aspirin to stave off heart attacks, as long as the benefit outweighs the risk of bleeding. For women age 55 to 79, aspirin is recommended to prevent strokes, with the same caveat. The new work, by Alfred Bartolucci of the University of Alabama at Birmingham and colleagues, was supported by aspirin-maker Bayer AG. The research team pooled the results of the nine trials that have tested the drug in the prevention of heart disease so far, including three that weren’t part of the 2009 USPSTF review. About 100,000 men and women age 45 and up took part in the studies. Some were healthy and some had diabetes, but none had chest pain or other symptoms of an ailing heart. The researchers found a 19-percent reduction in non-fatal heart attacks among participants who took aspirin compared to those who did not. They don’t mention how many people actually suffered such a heart attack, but an earlier analysis of six of the trials showed that out of every 1,000 people, 18 individuals taking aspirin had heart attacks every year, compared to 23 individuals taking placebo pills. On the other hand, that analysis also found aspirin increased the rate of bleeding from 0.7 to 1 per 1,000 people per year, making the authors conclude the drug was of “uncertain net value.” Heart disease is the leading killer worldwide and accounts for more than a third of deaths in the U.S., according to the American Heart Association. Every year, heart attacks alone kill some 400,000 Americans. In the current study, published in the American Journal of Cardiology, the researchers also report small decreases in stroke and death risks with aspirin, although those changes might have been due to chance. “It refines our knowledge of how beneficial aspirin is,” Dr. Graham Nichol, an expert in emergency care at the University of Washington in Seattle, said about the study. “I don’t think this paper is inconsistent with previous work.” Nichols, who was not involved in the study, said aspirin is clearly beneficial for people who’ve already had heart disease, and that it also seems to help those at high risk. “There is not universal agreement on what is high risk,” he told Reuters Health. “In my mind, if you have diabetes or multiple risk factors for heart disease — such as smoking or obesity — it is reasonable to take aspirin.” In addition, working to eliminate those risk factors by other means will not only slash the risk of heart disease, but also a host of other health problems. LeFevre added that while the new study did add extra evidence compared with earlier work, it failed to analyze the effects on men and women separately. That muddies the picture because men may see a benefit in the form of fewer heart attacks, whereas aspirin appears to lower the risk of stroke in women. “We can’t tell from the existing study if that is going to hold up or not,” he said. One recent study has suggested that despite the increase in bleeding ulcers from aspirin, the reduction in heart attacks might make the cheap drug cost-effective for men over 45. The question then becomes finding out what your risk of heart attack is in the first place, which your doctor can help with. “The number of events that you prevent depends on your baseline risk,” LeFevre concluded. “A blanket recommendation that everybody should take an aspirin is not a good idea.” SOURCE: bit.ly/hkVBee American Journal of Cardiology, online April 11, 2011."
healthfact,29795,0,1,0.99906176,WWE wrestler Ric Flair was declared brain dead on 16 May 2019.
healthfact,30405,0,1,0.99906105,The legalization of marijuana will force police departments to euthanize their drug sniffing dogs.
healthfact,30045,0,1,0.99905807,A medical examiner's conclusion that Health and Human Services drug pricing adviser Daniel Best died of multiple blunt force injuries contradicts the official ruling that he committed suicide.
healthfact,13012,0,1,0.9990565,Blogger Says Vicks VapoRub caused a child’s death.
healthfact,9673,0,1,0.9990558,'Female Viagra' gets mixed reviews
fakehealth,news_reviews_00049,0,1,0.9990533,"New trials of a breakthrough swallowable sensor have revealed the device is 3,000 times more accurate than current technology used to diagnose many gut disorders. The findings show the revolutionary gas-sensing capsule developed by researchers at RMIT University in Melbourne, Australia, could surpass breath testing as the benchmark for diagnosing gut disorders, paving the way to solving previously undiagnosed conditions. The vitamin pill-sized capsule, currently being commercialised by Atmo Biosciences, provides real time detection and measurement of hydrogen, carbon dioxides and oxygen in the gut. This data can be sent to a mobile phone. Capsule co-inventor, RMIT's Dr Kyle Berean, said the second human trials have revealed information about gas production in the gut previously masked when measured indirectly through the breath. ""The rate of false positive and false negative diagnosis that breath tests give is a real problem in gastroenterology,"" Berean, who is also Chief Technology Officer at Atmo Bioscience, said. ""Being able to measure these biomarkers at concentrations over 3,000 times greater than breath tests is quite astonishing. ""Importantly this test is non-invasive and allows the patient to continue with their daily life as normal."" Intestinal gases are currently used to diagnose disorders including small intestinal bacterial overgrowth (SIBO) and carbohydrate malabsorption. Of the one-in-five people worldwide who will suffer from a gastrointestinal disorder in their lifetime, almost a third remain undiagnosed due to a lack of reliable tests available to gastroenterologists. Study lead and capsule co-inventor Professor Kourosh Kalantar-zadeh said the results showed high sensitivity and signal-to-noise ratio in measuring the concentration of intestinal hydrogen, providing valuable information at the site of intestinal gas production. ""This gives us confidence that our new technology could potentially solve many mysteries of the gut and help the large portion of the population who have not been able to find a useful diagnosis or treatment for their symptoms,"" Kalantar-zadeh said. Findings from the first human trials revealed the stomach releases oxidising chemicals to break down and beat foreign compounds that are staying in the stomach for longer than usual. Such an immune mechanism has never been reported before. This second paper made a direct comparison between measuring hydrogen production within the gut via the gas-sensing capsule and indirect measurement through breath testing. Trials were conducted on nine healthy individuals in a blinded comparative study on absorbable versus fermentable carbohydrates. Melbourne based start-up Atmo Biosciences is set to commercialise this revolutionary technology. The trials were conducted with colleagues from Monash University. The findings have been published in the medical journal Alimentary Pharmacology and Therapeutics (DOI: 10.1111/apt.14923). ###"
healthfact,29370,0,1,0.99904734,A law in Japan makes it illegal for citizens of that country to be fat.
fakehealth,news_reviews_00216,0,1,0.999042,"Dieters who go vegetarian not only lose weight more effectively than those on conventional low-calorie diets but also improve their metabolism by reducing muscle fat, a new study published in the Journal of the American College of Nutrition has found. Losing muscle fat improves glucose and lipid metabolism so this finding is particularly important for people with metabolic syndrome and type 2 diabetes, says lead author, Dr. Hana Kahleová, Director of Clinical Research at the Physicians Committee for Responsible Medicine in Washington DC. Seventy-four subjects with type 2 diabetes were randomly assigned to follow either a vegetarian diet or a conventional anti-diabetic diet. The vegetarian diet consisted of vegetables, grains, legumes, fruits and nuts, with animal products limited to a maximum of one portion of low-fat yoghurt per day; the conventional diabetic diet followed the official recommendations of the European Association for the Study of Diabetes (EASD). Both diets were restricted by 500 kilocalories per day compared to an isocaloric intake for each individual. The vegetarian diet was found to be almost twice as effective in reducing body weight, resulting in an average loss of 6.2kg compared to 3.2kg for the conventional diet. Using magnetic resonance imaging, Dr. Kahleová and colleagues then studied adipose (fat-storage) tissue in the subjects' thighs to see how the two different diets had affected subcutaneous, subfascial and intramuscular fat (that is, fat under the skin, on the surface of muscles and inside muscles). They found that both diets caused a similar reduction in subcutaneous fat. However, subfascial fat was only reduced in response to the vegetarian diet, and intramuscular fat was more greatly reduced by the vegetarian diet. This is important as increased subfascial fat in patients with type 2 diabetes has been associated with insulin resistance, so reducing it could have a beneficial effect on glucose metabolism. In addition, reducing intramuscular fat could help improve muscular strength and mobility, particularly in older people with diabetes. Dr. Kahleová said: ""Vegetarian diets proved to be the most effective diets for weight loss. However, we also showed that a vegetarian diet is much more effective at reducing muscle fat, thus improving metabolism. This finding is important for people who are trying to lose weight, including those suffering from metabolic syndrome and/or type 2 diabetes. But it is also relevant to anyone who takes their weight management seriously and wants to stay lean and healthy."" ###"
fakehealth,news_reviews_00135,0,1,0.99903774,"Newswise — EAST LANSING, Mich. — A chemical found in marijuana, known as tetrahydrocannabinol, or THC, has been found to potentially slow the process in which mental decline can occur in up to 50 percent of HIV patients, says a new Michigan State University study. “It’s believed that cognitive function decreases in many of those with HIV partly due to chronic inflammation that occurs in the brain,” said Norbert Kaminski, lead author of the study, now published in the journal AIDS. “This happens because the immune system is constantly being stimulated to fight off disease.” Kaminski and his co-author, Mike Rizzo, a graduate student in toxicology, discovered that the compounds in marijuana were able to act as anti-inflammatory agents, reducing the number of inflammatory white blood cells, called monocytes, and decreasing the proteins they release in the body. “This decrease of cells could slow down, or maybe even stop, the inflammatory process, potentially helping patients maintain their cognitive function longer,” Rizzo said. The two researchers took blood samples from 40 HIV patients who reported whether or not they used marijuana. Then, they isolated the white blood cells from each donor and studied inflammatory cell levels and the effect marijuana had on the cells. “The patients who didn’t smoke marijuana had a very high level of inflammatory cells compared to those who did use,” Kaminski said. “In fact, those who used marijuana had levels pretty close to a healthy person not infected with HIV.” Kaminski, director of MSU’s Institute for Integrative Toxicology, has studied the effects of marijuana on the immune system since 1990. His lab was the first to identify the proteins that can bind marijuana compounds on the surface of immune cells. Up until then, it was unclear how these compounds, also known as cannabinoids, affected the immune system. HIV, which stands for human immunodeficiency virus, infects and can destroy or change the functions of immune cells that defend the body. With antiretroviral therapy – a standard form of treatment that includes a cocktail of drugs to ward off the virus – these cells have a better chance of staying intact. Yet, even with this therapy, certain white blood cells can still be overly stimulated and eventually become inflammatory. “We’ll continue investigating these cells and how they interact and cause inflammation specifically in the brain,” Rizzo said. “What we learn from this could also have implications to other brain-related diseases like Alzheimer’s and Parkinson’s since the same inflammatory cells have been found to be involved.” Knowing more about this interaction could ultimately lead to new therapeutic agents that could help HIV patients specifically maintain their mental function. “It might not be people smoking marijuana,” Kaminski said. “It might be people taking a pill that has some of the key compounds found in the marijuana plant that could help.” ### Michigan State University has been working to advance the common good in uncommon ways for more than 150 years. One of the top research universities in the world, MSU focuses its vast resources on creating solutions to some of the world’s most pressing challenges, while providing life-changing opportunities to a diverse and inclusive academic community through more than 200 programs of study in 17 degree-granting colleges."
fakehealth,news_reviews_00485,0,1,0.9990293,"A product called the OFF!® Clip-On™ repellent device could be an effective tool for preventing bites from the Aedes aegypti mosquito -- the primary vector of Zika, chikungunya, dengue, and yellow fever -- according to an article in the Journal of Medical Entomology. The OFF! Clip-On repels mosquitoes by releasing a vapor form of insecticide through a battery-powered fan, forming an insecticide ""cloud"" around the wearer of the device. In order to test the effectiveness of the device, Christopher Bibbs and Rui-De Xue of the Anastasia Mosquito Control District in Florida studied how the device performed against hungry Aedes aegypti mosquitoes. The study was done outdoors in order to replicate real-world conditions. They found that the OFF! Clip-On caused high mosquito mortality and knockdown rates up to 0.3 meters from the device, enough to protect a single person wearing the device. The effectiveness of the device came as a pleasant surprise to the researchers. ""In vector control, we see more often than not that tools available for consumers don't work for the intended purpose,"" said Bibbs. ""Just look at all the bug zappers, repellent bracelets, sonic bug repellents, and other zany creations that wax and wane in popularity. Skepticism is inherent to the trade. But it was nice for a change of pace that one of these devices could actually do some good."" ### The full article, ""OFF! Clip-on Repellent Device With Metofluthrin Tested on Aedes aegypti (Diptera: Culicidae) for Mortality at Different Time Intervals and Distances,"" is available at http://dx. doi. org/ 10. 1093/ jme/ tjv200 ."
healthfact,39772,0,1,0.99902666,"Kayla Mueller, the 26-year-old woman who died while being held hostage by the Islamic State terrorist group, “deserves no tears” because she supported terrorist groups."
healthfact,23278,0,1,0.99902034,"The Chilean ""privatization scheme"" that Sharron Angle supports ""has resulted in hidden fees, fewer benefits, and millions of people with no coverage."
healthfact,11332,0,1,0.9990151,Researchers Develop Simple Paper Test That Quickly Diagnoses Illnesses by Changing Colour
healthfact,10822,0,1,0.9990085,"Mammograms Save Lives for Women in Their 40s, Study Says"
fakehealth,story_reviews_01361,0,1,0.9990029,"En Español By Amanda Gardner HealthDay Reporter SATURDAY, Oct. 15, 2010 (HealthDay News) -- People suffering from a disfiguring loss of bone in the jaw may find help in the form of a long-used osteoporosis drug, two new studies suggest. Besides being linked to chronic, severe gum disease, this type of bone loss has also been connected in rare cases to the use of bisphosphonates, a different class of osteoporosis drugs. But the two papers in the Oct. 16 online issue of the New England Journal of Medicine report success with teriparatide (Forteo) in rebuilding bone. One report describes the case of an 88-year-old woman who had been taking the bisphosphonate alendronate (Fosamax) since suffering a hip fracture 10 years earlier. She had also been taking the corticosteroid prednisone for two decades. Experts have already noticed an uptick in the incidence of this rare but devastating condition in patients using bisphosphonates. According to an editorial accompanying the study, this complication occurs in about 5 percent of cancer patients who are taking a high-dose bisphosphonate (Zometa or Aredia) to control or prevent spread of malignancy to the bone. It is much rarer in people who take a lower-dose bisphosphonate (such as Actonel, Boniva or Fosamax) for osteoporosis. The 88-year-old woman described in the journal report had been experiencing pain in her jaw for a year and was subsequently diagnosed with osteonecrosis, a debilitating ""death"" of bone due to loss of blood flow. After eight weeks of treatment with Forteo, though, the pain went away and the osteonecrosis resolved, reported the authors, from Austin Health in Melbourne, Australia. The editorial pointed out, however, that Forteo should not be used in patients whose cancer has already spread to the bone, as it might prompt even more spread. It's also possible that the corticosteroid therapy she was taking could have contributed to the woman's bone loss, the authors stated. The second paper involved 40 patients with severe gum disease that had affected their jaws, all of whom first underwent surgery on their jaw. They were then randomized to receive either Forteo or a placebo. All participants took calcium and vitamin D as well. ""These were patients with severe periodontal disease but who were otherwise systemically healthy,"" said study senior author Dr. Laurie K. McCauley, chair of the department of periodontic and oral medicine at the University of Michigan in Ann Arbor. After six weeks of therapy, patients in the Forteo arm saw greater healing of their jawbone and this continued throughout one year of follow-up. ""There was a significant improvement in clinical measures of gum and bone,"" McCauley stated. But, she pointed out, Forteo is not yet approved for this indication, so ""we can't recommend it next week."" Right now, a bone graft is probably the most common type of therapy for this type of bone loss, she said. ""I think that it's really an important important proof-of-concept that you can inject locally and get a response,"" said Dr. Rena D'Souza, chair of biomedical sciences at Texas A&M Health Science Center Baylor College of Dentistry in Dallas. ""We could not only use this approach for the treatment of periodontal disease where the disease enters the bone and gum. but also other forms of periodontal disease."" ""Bisphosphonates cut back on blood flow and blood vessels so that cancer doesn't have a chance,"" she said. ""That is why it's used very effectively for cancer but if you happen to injure the bone or take out a tooth you really need the blood vessels. The bone cells don't have the ability to lay down new bone."" More information The American Academy of Periodontology has more on gum disease."
